会社名,代表者,ホームページ,メールアドレス,電話番号,資本金,売上高,連絡先
株式会社マーケティングフォースジャパン,代表取締役社長　横山　秀樹,,saiyo@mfj-inc.co.jp,03-3664-3605,1000万円,17億0800万円（2016年3月期）,"株式会社マーケティングフォースジャパン〒103-0025 東京都中央区日本橋茅場町2-13-13　共同ビル8Ｆ採用担当：米岡・秋井・山口TEL：03-3664-3605Email：saiyo@mfj-inc.co.jp"
株式会社ビッグ富士,代表取締役社長　村上　征也,http://www.bigfuji.co.jp,big-fuji@chic.ocn.ne.jp,0538-33-8988,5000万円,360億円(2016年9月実績),株式会社ビッグ富士本部採用担当/永田〒438-0816静岡県磐田市宮之一色988-3TEL:0538-33-8988　　FAX：0538-21-2889(フリーダイヤル)0120-598988E-mail：big-fuji@chic.ocn.ne.jpHP:http://www.bigfuji.co.jp/
株式会社ハンプティーダンプティー,代表取締役　貫井哲夫,http://www.humpty-dumpty.jp,,027-233-8233,5000万円,78億円（2016年8月）,"●○株式会社ハンプティーダンプティー○●〒371-0056 群馬県前橋市青柳町198TEL:027-233-8233／人事担当【HP】　http://www.humpty-dumpty.jp/"
東愛知日産自動車株式会社,青木　公貞,,,0532-53-1177,9600万円,92億円（2013年3月期）,東愛知日産自動車株式会社〒440-0083　豊橋市下地町字操穴43TEL:0532-53-1177／経営企画本部　人財グループ　成瀬nissan1177@gmail.com
"パナソニック エクセルスタッフ株式会社",代表取締役社長　須田　勝也,https://excelstaff.co.jp,pesc_jinji_saiyo@ml.jp,06-6945-4145,9000万円,20年連続で売上増収を果たしています！＜グループ連結＞663億円（2016年3月実績）645億円（2015年3月実績）640億円（2014年3月実績）631億円（2013年3月実績）,〒540-6102大阪市中央区城見2-1-61　ツイン21ＭＩＤタワー2階担当／人事部　赤阪TEL：06-6945-4145E-mail：pesc_jinji_saiyo@ml.jp.panasonic.comコーポレートWeb：https://excelstaff.co.jp/
株式会社スタッフインターナショナルジャパン,"代表取締役　横溝 知将",http://www.staffinternational.jp,,03-5794-9687,4億4000万円,非公開,"■本社住所／〒150-0022 東京都渋谷区恵比寿南1-15-1　A-PLACE恵比寿南ビル3F ■企業ホームページ／http://www.staffinternational.jp/■連絡先（新卒学生専用）03-5794-9687■saiyo@staffinternational.jp　※原則TELにての問い合わせは行っておりません。 緊急時以外のお問い合わせはメールにて対応させていただきます。■交通／JR山手線・東京メトロ日比谷線「恵比寿駅」より徒歩4分"
株式会社西鉄ストア,取締役社長　玉木　浩,,,,1億円,650億円（2015年度実績）,〒818-0083福岡県筑紫野市針摺中央2-16-14人事担当/福田・寺内　(電話)(092)408-4707交通機関●西鉄天神大牟田線「朝倉街道駅」より徒歩3分
金沢ターミナル開発株式会社,代表取締役社長　辻子義則,http://www.100bangai.co.jp,,076-260-3700,3億円,"SC売上高：　約167億円（2015年3月期）営業収益：　 約20億円（2015年3月期）",金沢ターミナル開発株式会社〒920-0858石川県金沢市木ノ新保町1－1採用担当：嶋崎・山本・平野・三田・小泉TEL：076-260-3700金沢百番街http://www.100bangai.co.jp/福井プリズムhttp://www.prism-fukui.jp
株式会社　電通東日本,代表取締役社長　寺尾　芳紀,http://www.dentsu-east.co.jp,,03-5402-9508,4億5000万円　[(株)電通100%出資],336億円（2015年度）,"株式会社 電通東日本　人事部　採用事務局〒105-0004　東京都港区新橋４－２１－３　新橋東急ビルTEL : 03-5402-9508URL : http://www.dentsu-east.co.jp/recruit/"
株式会社イオレ,代表取締役社長　吉田直人,,recruit_fresh@eole.co.jp,03-4455-7092,3億8270万円（2017年1月1日現在）,9億5027万円（平成28年3月期）,〒108-0074東京都港区高輪3-5-23　KDX高輪台ビル9FTEL：03-4455-7092FAX：03-5793-3533E-mail：　recruit_fresh@eole.co.jp採用担当
株式会社丸井グループ,マルイグループ代表株式会社丸井グループ代表取締役社長青井　浩,,maruigroup-recruit@0101.co.jp,03-4321-0903,359億2000万円,,丸井グループ　採用担当〒164-8701　東京都中野区中野4-3-2TEL:03-4321-0903(直通)MAIL:maruigroup-recruit@0101.co.jp受付時間　10:00～18:00(水曜・日曜は定休日となります)
株式会社エアスト,代表取締役　石川博章,http://www.erst-japan.com,erst.saiyou@gmail.com,0532-66-0222,1000万円,36億6.000万円（2016年5月実績）31億8000万円（2015年5月実績）29億5000万円（2014年5月実績）21億円　　　　　（2013年5月実績）15億4000万円（2012年5月実績）14億8000万円（2011年5月実績）,"〒440-0858豊橋市つつじが丘1丁目7-5TEL:0532-66-0222FAX:0532-69-3666採用担当　石原会社HP http://www.erst-japan.com/index_c.phpE-mail erst.saiyou@gmail.com"
株式会社NHKアイテック,代表取締役社長　井上　樹彦,http://nhkitec.com,saiyo@nhkitec.co.jp,03-5456-4711,3億円,327億円（平成27年度）,株式会社NHKアイテック人事本部【住所】〒150-0041　東京都渋谷区神南1-4-1【TEL】03-5456-4711（代）【E-mail】saiyo@nhkitec.co.jp【URL】http://nhkitec.com
株式会社テレ・マーカー,"代表取締役　齊藤 智",,,03-6907-2154,9億400万円(グループ合計),"単体/62億円（2014年度 実績） 連結/93億円（2014年度 実績）",株式会社テレ・マーカー：新卒担当窓口03-6907-2154
株式会社マルナカ,代表取締役社長　平尾健一,,,,1億円,1756億円（2015年度実績）,"■本社／〒761-8585 香川県高松市円座町1001番地　人事部　岡・八塚TEL(087)886-8686(代)■ホームページURLhttp://www.marunaka.net/"
株式会社　讀宣,"代表取締役社長　西村 孝治",http://www.yomisen.co.jp,,06-6367-9017,6000万円,353億円（2016年度単体）550億円（2016年度グループ会社18社計）,〒530-0055大阪市北区野崎町5-9　読売大阪ビル7F総務部人事課　院田（いんだ）TEL：06-6367-9017★HP　http://www.yomisen.co.jp/
"有限会社 メディアジャパン","代表取締役社長　　櫻井 基弘",https://media-japan.jp,sakurai@media-japan.jp,0561-55-3330,300万円,15億7000万円（2016年5月実績）,"〒488-0057　尾張旭市北山町北新田19-3　ＭＪビル2Ｆ有限会社メディアジャパン 　採用担当／櫻井TEL: 0561-55-3330E-mail: sakurai@media-japan.jp 【企業サイト】 https://media-japan.jp/"
有限会社ローダーサービステール,佐々木敏也,http://www.kobac-loader.com/,,0123-49-2020,300万円,4億5000万円,"有限会社ローダーサービステール　千歳店〒066-0082 北海道千歳市幸福1丁目847-34TEL：0123-49-2020／FAX： 0123-49-2018"
株式会社ナレッジ・デザイン,代表取締役社長　信田哲彦,http://www.knowledgedesign.co.jp,kimi_naganuma@mac.com,058-389-7503,1億円,32億1500万円（2016年5月実績）,"株式会社ナレッジ・デザイン〒504-0942　岐阜県各務原市小佐野町１丁目１１（人事・開発部）TEL:058-389-7503　担当／長沼URL: http://www.knowledgedesign.co.jp/e-mail: kimi_naganuma@mac.com"
コーナン商事株式会社,代表取締役社長　疋田　直太郎,,,0120-61-2631,176億5800万円,,コーナン商事株式会社　採用本部〒591-8011　大阪府堺市北区南花田町258-2コーナン金岡研修センター3F新卒採用担当TEL:0120-61-2631
長崎文化放送株式会社,代表取締役社長　壹岐　正,,,095-843-7001,20億円,42億6300万円（2016年3月期）,"〒852-8527 長崎市茂里町3-2　TEL：095-843-7001ＮＣＣ長崎文化放送　総務局/採用係"
ドコモ・テクノロジ株式会社,"代表取締役社長　尾上 誠蔵",http://www.docom,,,1億円,非公開,"東京都港区赤坂2-4-5　国際赤坂ビル8階総務部　人事育成担当ドコモ・テクノロジHP ◇ http://www.docomo-tech.co.jp/E-mail ◇ dt-saiyo@nttdocomo.com"
"株式会社JEAN-PAUL HEVIN JAPON","楠 善光",,,0120-098-769,1000万円,694億9600万円（アンデルセングループ合計：2016年3月期決算）,"【採用窓口】 株式会社アンデルセンサービス 人事部　採用・教育チーム 〒730-0045 広島県広島市中区鶴見町2-19　ルーテル平和大通りビル フリーダイヤル：0120-098-769 TEL：082-240-9422 ※採用に関するお問い合わせは 　株式会社アンデルセンサービスが代表し受け付けます。"
株式会社TASAKI,田島寿一,,recruit@tasaki.co.jp,070-2284-0864,1億円,222億7600万円（2015年度）,"人事総務部　採用育成課〒104-0061東京都中央区銀座4-9-8銀座王子ビル8階E-mail : recruit@tasaki.co.jpTel：070-2284-0864　受付時間：平日（9:00～18:00）"
クオール株式会社【事務系総合職（管理部門・経営企画・営業・店舗開発)採用窓口】,代表取締役社長　中村　敬,,,03-6430-9054,28億2855万円（2016年3月31日現在）,連結　1249億5700万円（2016年3月期）,"〒105-8452　東京都港区虎ノ門4－3－1　城山トラストタワー37階 人事・人財開発部 　総合職採用担当TEL：03-6430-9054（平日　9:00～18:00）"
名鉄薬品株式会社,"取締役社長 三浦久芳",,,052-411-7151,1000万円株主:名鉄産業株式会社100％,60億1400万円（2016年3月実績）,〒453-0837愛知県名古屋市中村区二瀬町53TEL：052-411-7151
株式会社琉球補聴器,"代表取締役社長　　森山 賢",http://www.ryukyu-hochoki.com,,098-863-4133,1600万円,5億5000万円（2016年3月実績）,"株式会社琉球補聴器新卒採用担当　花城 めぐみ〒902-0067沖縄県那覇市安里1-8-13TEL：098-863-4133ホームページ：http://www.ryukyu-hochoki.com"
"株式会社 アイ・アンド・キュー　アドバタイジング",代表取締役兼社長執行役員　藤井一彦,,saiyo@iq-ad.com,052-251-1550,9900万円,28億円（2017年3月期）,株式会社アイ・アンド・キュー　アドバタイジング〒460-0008名古屋市中区栄3-17-15　エフエックスビル6FTEL：052-251-1550企画総務グループ　人事採用担当／高橋E-mail：saiyo@iq-ad.com
株式会社ホンダカーズ中央神奈川,"代表取締役社長　新海 克巳",,,046-264-6656,5090万円,175億円（2016年3月期実績）,株式会社ホンダカーズ中央神奈川〒242-0011神奈川県大和市深見3591-2（本社）　採用・人材育成推進室　担当　佐久間・相澤TEL：046-264-6656
神戸トヨペット株式会社,,http://www.kobetoyopet.com,recruit@kobetoyopet.co.jp,078-576-5483,,,"〒652-8501神戸市兵庫区水木通2丁目1番1号　【神戸トヨペット株式会社】 人事：採用グル－プ： 中島 秀和　TEL：078-576-5483　URL：http://www.kobetoyopet.com　E-mail：recruit@kobetoyopet.co.jp"
東映株式会社,代表取締役社長　多田憲之,,,03-3535-7137,11707百万円※東京証券取引所１部上場,50636百万円,〒104-8108東京都中央区銀座3-2-17TEL:03-3535-7137
株式会社ジーフット,"代表取締役社長 堀江　泰文",http://www.g-foot.co.jp,saiyotantou@g-foot.co.jp,0120-109-637,37億49百万円（東京証券取引所第1部上場),1039億円（2016年2月期実績）,"【東京本部】〒104-0033東京都中央区新川1-23-5　新川イースト　5F人材開発部　採用担当　早川、平山フリーダイヤル：0120-109-637URL　　：http://www.g-foot.co.jp/E-Mail ：saiyotantou@g-foot.co.jp< ACCESS>■東京メトロ東西線・日比谷線「茅場町駅」下車　⇒中央東出口、「3番出口」より地上にあがり、直進徒歩10分程度■東京メトロ日比谷線・JR京葉線「八丁堀駅」下車　⇒「B4出口」より徒歩約7分■東京メトロ半蔵門線「水天宮前駅」下車　⇒「2番出口」より徒歩約10分"
鳥取トヨペット株式会社,"代表取締役社長　　西村 公秀",,t_sakamoto@p-tottori.co.jp,0857-23-6165,3000万円,54億8000万円（2015年3月期）54億9000万円（2014年3月期）51億8000万円（2013年3月期）46億3000万円（2012年3月期）44億9000万円（2011年3月期）41億1000万円（2010年3月期）38億4000万円（2009年3月期）,鳥取トヨペット株式会社総務人事システム部　坂本　高男〒680-0913鳥取県鳥取市安長850TEL:0857-23-6165MAIL:t_sakamoto@p-tottori.co.jp
株式会社いづみや,片桐　俊輔,http://www.okashinoshiro.co.jp,,0287-62-1800,5000万円,13.8億円（2017年2月期）,"■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■株式会社いづみや■お菓子の城 那須ハートランド〒325-0001　栃木県那須郡那須町高久甲4588-10Tel: 0287-62-1800 HP: http://www.okashinoshiro.co.jp/Facebook: https://www.facebook.com/okashinoshiro.nasu/採用担当　片桐・遠藤■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■"
東宝株式会社,取締役社長　島谷　能成,,,03-3591-1225,103億5584万円,2294億円（2016年2月期連結）,〒100-8415東京都千代田区有楽町1-2-2東宝株式会社人事部　人事統括室　人事課TEL:03-3591-1225
株式会社デジサーチアンドアドバタイジング,"代表取締役 黒越誠治",,info-r@digisearch.co.jp,03-5422-8432,5000万円,非公開※弊社は老舗や色々なブランドと提携しており、　弊社業務として投資、コンサルティングに関わっております。　そのため、提携ブランドの売上高などが弊社売上から公になることを避けるため、　ブランドホルダーと弊社は、売上高を非公開にする契約を結んでおります。　そのため、ここでも売上高を非公開にしております。　（他の有名ブランドも売上高は非公開にしているところが多いためです）　採用ステップの中では公開致します。,"〒150-6027東京都渋谷区恵比寿4-20-3 恵比寿ガーデンプレイスタワー27FTEL:03-5422-8432採用担当:佐藤・横山E-mail:　info-r@digisearch.co.jp"
